Indicador ;Área;Regimen ;Número casos Hombre;Número casos Mujer;Población  encuestada Hombre;Población  encuestada Mujer;Año
Prevalencia de alteración del sueño;Usaquén;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;Usaquén;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Usaquén;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Usaquén;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;Usaquén;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Chapinero;Contributivo;84;94;120;146;2015
Prevalencia de alteración del sueño;Chapinero;Subsidiado ;14;40;37;87;2015
Prevalencia de alteración del sueño;Chapinero;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Chapinero;Especial;4;6;5;7;2015
Prevalencia de alteración del sueño;Chapinero;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Santa Fe;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;Santa Fe;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Santa Fe;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Santa Fe;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;Santa Fe;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;San Cristóbal;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;San Cristóbal;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;San Cristóbal;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;San Cristóbal;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;San Cristóbal;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Usme;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;Usme;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Usme;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Usme;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;Usme;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Tunjuelito;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;Tunjuelito;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Tunjuelito;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Tunjuelito;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;Tunjuelito;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Bosa;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;Bosa;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Bosa;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Bosa;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;Bosa;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Kennedy;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;Kennedy;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Kennedy;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Kennedy;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;Kennedy;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Fontibón;Contributivo;7;44;18;65;2015
Prevalencia de alteración del sueño;Fontibón;Subsidiado ;1;4;2;5;2015
Prevalencia de alteración del sueño;Fontibón;No asegurado ;2;4;2;7;2015
Prevalencia de alteración del sueño;Fontibón;Especial;3;5;3;11;2015
Prevalencia de alteración del sueño;Fontibón;No reporta;6;14;10;16;2015
Prevalencia de alteración del sueño;Engativá;Contributivo;39;96;131;256;2015
Prevalencia de alteración del sueño;Engativá;Subsidiado ;6;27;27;71;2015
Prevalencia de alteración del sueño;Engativá;No asegurado ;1;0;7;8;2015
Prevalencia de alteración del sueño;Engativá;Especial;1;8;7;20;2015
Prevalencia de alteración del sueño;Engativá;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Suba;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;Suba;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Suba;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Suba;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;Suba;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Barrios Unidos;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;Barrios Unidos;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Barrios Unidos;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Barrios Unidos;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;Barrios Unidos;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Teusaquillo;Contributivo;57;78;96;107;2015
Prevalencia de alteración del sueño;Teusaquillo;Subsidiado ;3;5;6;5;2015
Prevalencia de alteración del sueño;Teusaquillo;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Teusaquillo;Especial;7;13;15;19;2015
Prevalencia de alteración del sueño;Teusaquillo;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Los Mártires;Contributivo;23;46;88;136;2015
Prevalencia de alteración del sueño;Los Mártires;Subsidiado ;0;1;0;8;2015
Prevalencia de alteración del sueño;Los Mártires;No asegurado ;0;1;2;5;2015
Prevalencia de alteración del sueño;Los Mártires;Especial;2;2;2;3;2015
Prevalencia de alteración del sueño;Los Mártires;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Antonio Nariño;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;Antonio Nariño;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Antonio Nariño;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Antonio Nariño;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;Antonio Nariño;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Puente Aranda;Contributivo;13;51;61;129;2015
Prevalencia de alteración del sueño;Puente Aranda;Subsidiado ;1;12;10;34;2015
Prevalencia de alteración del sueño;Puente Aranda;No asegurado ;1;2;3;4;2015
Prevalencia de alteración del sueño;Puente Aranda;Especial;0;3;1;8;2015
Prevalencia de alteración del sueño;Puente Aranda;No reporta;0;1;0;1;2015
Prevalencia de alteración del sueño;La Candelaria;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;La Candelaria;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;La Candelaria;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;La Candelaria;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;La Candelaria;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Rafael Uribe Uribe;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;Rafael Uribe Uribe;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Ciudad Bolívar;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;Ciudad Bolívar;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Ciudad Bolívar;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Ciudad Bolívar;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;Ciudad Bolívar;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Sumapaz;Contributivo;0;0;0;0;2015
Prevalencia de alteración del sueño;Sumapaz;Subsidiado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Sumapaz;No asegurado ;0;0;0;0;2015
Prevalencia de alteración del sueño;Sumapaz;Especial;0;0;0;0;2015
Prevalencia de alteración del sueño;Sumapaz;No reporta;0;0;0;0;2015
Prevalencia de alteración del sueño;Distrito;Contributivo;223;409;514;839;2015
Prevalencia de alteración del sueño;Distrito;Subsidiado ;25;89;82;210;2015
Prevalencia de alteración del sueño;Distrito;No asegurado ;4;7;14;24;2015
Prevalencia de alteración del sueño;Distrito;Especial;17;37;33;68;2015
Prevalencia de alteración del sueño;Distrito;No reporta;6;15;10;17;2015
Prevalencia de alteración del sueño;Usaquén;Contributivo;0;0;0;0;2016
Prevalencia de alteración del sueño;Usaquén;Subsidiado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Usaquén;No asegurado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Usaquén;Especial;0;0;0;0;2016
Prevalencia de alteración del sueño;Usaquén;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Chapinero;Contributivo;0;0;0;0;2016
Prevalencia de alteración del sueño;Chapinero;Subsidiado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Chapinero;No asegurado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Chapinero;Especial;0;0;0;0;2016
Prevalencia de alteración del sueño;Chapinero;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Santa Fe;Contributivo;36;49;76;97;2016
Prevalencia de alteración del sueño;Santa Fe;Subsidiado ;4;9;10;16;2016
Prevalencia de alteración del sueño;Santa Fe;No asegurado ;4;2;9;5;2016
Prevalencia de alteración del sueño;Santa Fe;Especial;1;2;1;6;2016
Prevalencia de alteración del sueño;Santa Fe;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;San Cristóbal;Contributivo;0;0;0;0;2016
Prevalencia de alteración del sueño;San Cristóbal;Subsidiado ;0;0;0;0;2016
Prevalencia de alteración del sueño;San Cristóbal;No asegurado ;0;0;0;0;2016
Prevalencia de alteración del sueño;San Cristóbal;Especial;0;0;0;0;2016
Prevalencia de alteración del sueño;San Cristóbal;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Usme;Contributivo;0;0;0;0;2016
Prevalencia de alteración del sueño;Usme;Subsidiado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Usme;No asegurado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Usme;Especial;0;0;0;0;2016
Prevalencia de alteración del sueño;Usme;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Tunjuelito;Contributivo;21;50;46;90;2016
Prevalencia de alteración del sueño;Tunjuelito;Subsidiado ;14;40;29;90;2016
Prevalencia de alteración del sueño;Tunjuelito;No asegurado ;2;3;6;6;2016
Prevalencia de alteración del sueño;Tunjuelito;Especial;2;8;2;11;2016
Prevalencia de alteración del sueño;Tunjuelito;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Bosa;Contributivo;0;0;0;0;2016
Prevalencia de alteración del sueño;Bosa;Subsidiado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Bosa;No asegurado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Bosa;Especial;0;0;0;0;2016
Prevalencia de alteración del sueño;Bosa;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Kennedy;Contributivo;11;17;24;39;2016
Prevalencia de alteración del sueño;Kennedy;Subsidiado ;0;5;1;12;2016
Prevalencia de alteración del sueño;Kennedy;No asegurado ;1;0;3;0;2016
Prevalencia de alteración del sueño;Kennedy;Especial;1;2;1;4;2016
Prevalencia de alteración del sueño;Kennedy;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Fontibón;Contributivo;23;76;40;118;2016
Prevalencia de alteración del sueño;Fontibón;Subsidiado ;6;25;11;43;2016
Prevalencia de alteración del sueño;Fontibón;No asegurado ;0;3;1;5;2016
Prevalencia de alteración del sueño;Fontibón;Especial;4;6;10;12;2016
Prevalencia de alteración del sueño;Fontibón;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Engativá;Contributivo;13;12;32;23;2016
Prevalencia de alteración del sueño;Engativá;Subsidiado ;4;8;7;9;2016
Prevalencia de alteración del sueño;Engativá;No asegurado ;2;0;3;0;2016
Prevalencia de alteración del sueño;Engativá;Especial;0;3;1;4;2016
Prevalencia de alteración del sueño;Engativá;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Suba;Contributivo;0;0;0;0;2016
Prevalencia de alteración del sueño;Suba;Subsidiado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Suba;No asegurado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Suba;Especial;0;0;0;0;2016
Prevalencia de alteración del sueño;Suba;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Barrios Unidos;Contributivo;19;26;60;95;2016
Prevalencia de alteración del sueño;Barrios Unidos;Subsidiado ;10;20;23;57;2016
Prevalencia de alteración del sueño;Barrios Unidos;No asegurado ;0;0;0;1;2016
Prevalencia de alteración del sueño;Barrios Unidos;Especial;0;0;1;4;2016
Prevalencia de alteración del sueño;Barrios Unidos;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Teusaquillo;Contributivo;39;61;82;103;2016
Prevalencia de alteración del sueño;Teusaquillo;Subsidiado ;0;1;1;3;2016
Prevalencia de alteración del sueño;Teusaquillo;No asegurado ;0;0;0;1;2016
Prevalencia de alteración del sueño;Teusaquillo;Especial;4;1;5;5;2016
Prevalencia de alteración del sueño;Teusaquillo;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Los Mártires;Contributivo;0;0;0;0;2016
Prevalencia de alteración del sueño;Los Mártires;Subsidiado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Los Mártires;No asegurado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Los Mártires;Especial;0;0;0;0;2016
Prevalencia de alteración del sueño;Los Mártires;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Antonio Nariño;Contributivo;7;31;19;73;2016
Prevalencia de alteración del sueño;Antonio Nariño;Subsidiado ;2;2;3;6;2016
Prevalencia de alteración del sueño;Antonio Nariño;No asegurado ;1;0;1;1;2016
Prevalencia de alteración del sueño;Antonio Nariño;Especial;1;0;4;3;2016
Prevalencia de alteración del sueño;Antonio Nariño;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Puente Aranda;Contributivo;2;5;16;40;2016
Prevalencia de alteración del sueño;Puente Aranda;Subsidiado ;3;3;9;14;2016
Prevalencia de alteración del sueño;Puente Aranda;No asegurado ;0;0;1;2;2016
Prevalencia de alteración del sueño;Puente Aranda;Especial;0;0;1;2;2016
Prevalencia de alteración del sueño;Puente Aranda;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;La Candelaria;Contributivo;0;0;0;0;2016
Prevalencia de alteración del sueño;La Candelaria;Subsidiado ;0;0;0;0;2016
Prevalencia de alteración del sueño;La Candelaria;No asegurado ;0;0;0;0;2016
Prevalencia de alteración del sueño;La Candelaria;Especial;0;0;0;0;2016
Prevalencia de alteración del sueño;La Candelaria;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Contributivo;13;40;37;116;2016
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Subsidiado ;2;12;10;23;2016
Prevalencia de alteración del sueño;Rafael Uribe Uribe;No asegurado ;0;1;3;3;2016
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Especial;2;1;4;3;2016
Prevalencia de alteración del sueño;Rafael Uribe Uribe;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Ciudad Bolívar;Contributivo;4;8;11;22;2016
Prevalencia de alteración del sueño;Ciudad Bolívar;Subsidiado ;1;6;6;16;2016
Prevalencia de alteración del sueño;Ciudad Bolívar;No asegurado ;0;0;2;3;2016
Prevalencia de alteración del sueño;Ciudad Bolívar;Especial;0;0;0;0;2016
Prevalencia de alteración del sueño;Ciudad Bolívar;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Sumapaz;Contributivo;0;0;0;0;2016
Prevalencia de alteración del sueño;Sumapaz;Subsidiado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Sumapaz;No asegurado ;0;0;0;0;2016
Prevalencia de alteración del sueño;Sumapaz;Especial;0;0;0;0;2016
Prevalencia de alteración del sueño;Sumapaz;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Distrito;Contributivo;188;375;443;816;2016
Prevalencia de alteración del sueño;Distrito;Subsidiado ;46;131;110;289;2016
Prevalencia de alteración del sueño;Distrito;No asegurado ;10;9;29;27;2016
Prevalencia de alteración del sueño;Distrito;Especial;15;23;30;54;2016
Prevalencia de alteración del sueño;Distrito;No reporta;0;0;0;0;2016
Prevalencia de alteración del sueño;Usaquén;Contributivo;31;60;50;89;2017
Prevalencia de alteración del sueño;Usaquén;Subsidiado ;3;6;6;10;2017
Prevalencia de alteración del sueño;Usaquén;No asegurado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Usaquén;Especial;3;1;4;6;2017
Prevalencia de alteración del sueño;Usaquén;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Chapinero;Contributivo;0;0;0;0;2017
Prevalencia de alteración del sueño;Chapinero;Subsidiado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Chapinero;No asegurado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Chapinero;Especial;0;0;0;0;2017
Prevalencia de alteración del sueño;Chapinero;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Santa Fe;Contributivo;1;15;16;48;2017
Prevalencia de alteración del sueño;Santa Fe;Subsidiado ;1;1;4;11;2017
Prevalencia de alteración del sueño;Santa Fe;No asegurado ;1;0;3;1;2017
Prevalencia de alteración del sueño;Santa Fe;Especial;0;1;1;1;2017
Prevalencia de alteración del sueño;Santa Fe;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;San Cristóbal;Contributivo;16;25;30;48;2017
Prevalencia de alteración del sueño;San Cristóbal;Subsidiado ;0;3;2;6;2017
Prevalencia de alteración del sueño;San Cristóbal;No asegurado ;0;1;5;3;2017
Prevalencia de alteración del sueño;San Cristóbal;Especial;2;6;3;12;2017
Prevalencia de alteración del sueño;San Cristóbal;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Usme;Contributivo;0;0;0;0;2017
Prevalencia de alteración del sueño;Usme;Subsidiado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Usme;No asegurado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Usme;Especial;0;0;0;0;2017
Prevalencia de alteración del sueño;Usme;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Tunjuelito;Contributivo;9;18;26;45;2017
Prevalencia de alteración del sueño;Tunjuelito;Subsidiado ;3;13;8;22;2017
Prevalencia de alteración del sueño;Tunjuelito;No asegurado ;2;2;4;4;2017
Prevalencia de alteración del sueño;Tunjuelito;Especial;0;2;0;2;2017
Prevalencia de alteración del sueño;Tunjuelito;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Bosa;Contributivo;8;49;22;68;2017
Prevalencia de alteración del sueño;Bosa;Subsidiado ;4;10;4;15;2017
Prevalencia de alteración del sueño;Bosa;No asegurado ;0;4;2;7;2017
Prevalencia de alteración del sueño;Bosa;Especial;1;1;1;1;2017
Prevalencia de alteración del sueño;Bosa;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Kennedy;Contributivo;7;15;21;47;2017
Prevalencia de alteración del sueño;Kennedy;Subsidiado ;0;12;6;22;2017
Prevalencia de alteración del sueño;Kennedy;No asegurado ;0;1;1;1;2017
Prevalencia de alteración del sueño;Kennedy;Especial;6;19;15;30;2017
Prevalencia de alteración del sueño;Kennedy;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Fontibón;Contributivo;24;82;54;136;2017
Prevalencia de alteración del sueño;Fontibón;Subsidiado ;11;22;17;34;2017
Prevalencia de alteración del sueño;Fontibón;No asegurado ;3;9;3;11;2017
Prevalencia de alteración del sueño;Fontibón;Especial;0;5;1;9;2017
Prevalencia de alteración del sueño;Fontibón;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Engativá;Contributivo;0;0;0;0;2017
Prevalencia de alteración del sueño;Engativá;Subsidiado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Engativá;No asegurado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Engativá;Especial;0;0;0;0;2017
Prevalencia de alteración del sueño;Engativá;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Suba;Contributivo;12;23;17;35;2017
Prevalencia de alteración del sueño;Suba;Subsidiado ;4;3;4;4;2017
Prevalencia de alteración del sueño;Suba;No asegurado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Suba;Especial;0;1;1;1;2017
Prevalencia de alteración del sueño;Suba;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Barrios Unidos;Contributivo;16;24;81;101;2017
Prevalencia de alteración del sueño;Barrios Unidos;Subsidiado ;0;1;7;13;2017
Prevalencia de alteración del sueño;Barrios Unidos;No asegurado ;3;1;9;4;2017
Prevalencia de alteración del sueño;Barrios Unidos;Especial;1;1;4;3;2017
Prevalencia de alteración del sueño;Barrios Unidos;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Teusaquillo;Contributivo;0;0;0;0;2017
Prevalencia de alteración del sueño;Teusaquillo;Subsidiado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Teusaquillo;No asegurado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Teusaquillo;Especial;0;0;0;0;2017
Prevalencia de alteración del sueño;Teusaquillo;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Los Mártires;Contributivo;13;44;29;79;2017
Prevalencia de alteración del sueño;Los Mártires;Subsidiado ;0;3;3;9;2017
Prevalencia de alteración del sueño;Los Mártires;No asegurado ;2;3;4;6;2017
Prevalencia de alteración del sueño;Los Mártires;Especial;1;1;3;2;2017
Prevalencia de alteración del sueño;Los Mártires;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Antonio Nariño;Contributivo;9;10;30;38;2017
Prevalencia de alteración del sueño;Antonio Nariño;Subsidiado ;2;7;7;16;2017
Prevalencia de alteración del sueño;Antonio Nariño;No asegurado ;0;0;5;2;2017
Prevalencia de alteración del sueño;Antonio Nariño;Especial;1;1;2;5;2017
Prevalencia de alteración del sueño;Antonio Nariño;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Puente Aranda;Contributivo;4;26;24;62;2017
Prevalencia de alteración del sueño;Puente Aranda;Subsidiado ;5;11;8;20;2017
Prevalencia de alteración del sueño;Puente Aranda;No asegurado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Puente Aranda;Especial;1;2;4;3;2017
Prevalencia de alteración del sueño;Puente Aranda;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;La Candelaria;Contributivo;7;17;38;64;2017
Prevalencia de alteración del sueño;La Candelaria;Subsidiado ;1;6;1;7;2017
Prevalencia de alteración del sueño;La Candelaria;No asegurado ;2;2;9;6;2017
Prevalencia de alteración del sueño;La Candelaria;Especial;0;0;0;3;2017
Prevalencia de alteración del sueño;La Candelaria;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Contributivo;8;23;21;52;2017
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Subsidiado ;2;4;7;24;2017
Prevalencia de alteración del sueño;Rafael Uribe Uribe;No asegurado ;1;2;5;6;2017
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Especial;0;0;1;4;2017
Prevalencia de alteración del sueño;Rafael Uribe Uribe;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Ciudad Bolívar;Contributivo;6;22;15;54;2017
Prevalencia de alteración del sueño;Ciudad Bolívar;Subsidiado ;2;7;7;29;2017
Prevalencia de alteración del sueño;Ciudad Bolívar;No asegurado ;4;2;5;4;2017
Prevalencia de alteración del sueño;Ciudad Bolívar;Especial;0;0;0;0;2017
Prevalencia de alteración del sueño;Ciudad Bolívar;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Sumapaz;Contributivo;0;0;0;0;2017
Prevalencia de alteración del sueño;Sumapaz;Subsidiado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Sumapaz;No asegurado ;0;0;0;0;2017
Prevalencia de alteración del sueño;Sumapaz;Especial;0;0;0;0;2017
Prevalencia de alteración del sueño;Sumapaz;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Distrito;Contributivo;171;453;474;966;2017
Prevalencia de alteración del sueño;Distrito;Subsidiado ;38;109;91;242;2017
Prevalencia de alteración del sueño;Distrito;No asegurado ;18;27;55;55;2017
Prevalencia de alteración del sueño;Distrito;Especial;16;41;40;82;2017
Prevalencia de alteración del sueño;Distrito;No reporta;0;0;0;0;2017
Prevalencia de alteración del sueño;Usaquén;Contributivo;13;31;26;43;2018
Prevalencia de alteración del sueño;Usaquén;Subsidiado ;3;3;7;10;2018
Prevalencia de alteración del sueño;Usaquén;No asegurado ;2;1;5;2;2018
Prevalencia de alteración del sueño;Usaquén;Especial;0;1;0;2;2018
Prevalencia de alteración del sueño;Usaquén;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Chapinero;Contributivo;14;50;52;110;2018
Prevalencia de alteración del sueño;Chapinero;Subsidiado ;1;11;5;40;2018
Prevalencia de alteración del sueño;Chapinero;No asegurado ;3;3;6;9;2018
Prevalencia de alteración del sueño;Chapinero;Especial;4;1;5;3;2018
Prevalencia de alteración del sueño;Chapinero;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Santa Fe;Contributivo;7;20;22;38;2018
Prevalencia de alteración del sueño;Santa Fe;Subsidiado ;4;11;8;27;2018
Prevalencia de alteración del sueño;Santa Fe;No asegurado ;6;2;10;8;2018
Prevalencia de alteración del sueño;Santa Fe;Especial;0;1;0;3;2018
Prevalencia de alteración del sueño;Santa Fe;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;San Cristóbal;Contributivo;11;22;29;54;2018
Prevalencia de alteración del sueño;San Cristóbal;Subsidiado ;3;7;5;19;2018
Prevalencia de alteración del sueño;San Cristóbal;No asegurado ;0;5;7;9;2018
Prevalencia de alteración del sueño;San Cristóbal;Especial;1;8;6;18;2018
Prevalencia de alteración del sueño;San Cristóbal;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Usme;Contributivo;4;26;9;35;2018
Prevalencia de alteración del sueño;Usme;Subsidiado ;2;12;6;20;2018
Prevalencia de alteración del sueño;Usme;No asegurado ;1;2;1;2;2018
Prevalencia de alteración del sueño;Usme;Especial;0;2;0;2;2018
Prevalencia de alteración del sueño;Usme;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Tunjuelito;Contributivo;5;10;10;16;2018
Prevalencia de alteración del sueño;Tunjuelito;Subsidiado ;2;11;5;14;2018
Prevalencia de alteración del sueño;Tunjuelito;No asegurado ;0;2;2;4;2018
Prevalencia de alteración del sueño;Tunjuelito;Especial;1;1;1;2;2018
Prevalencia de alteración del sueño;Tunjuelito;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Bosa;Contributivo;21;74;48;134;2018
Prevalencia de alteración del sueño;Bosa;Subsidiado ;7;19;13;37;2018
Prevalencia de alteración del sueño;Bosa;No asegurado ;0;8;6;12;2018
Prevalencia de alteración del sueño;Bosa;Especial;4;3;5;4;2018
Prevalencia de alteración del sueño;Bosa;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Kennedy;Contributivo;18;40;34;69;2018
Prevalencia de alteración del sueño;Kennedy;Subsidiado ;9;45;21;75;2018
Prevalencia de alteración del sueño;Kennedy;No asegurado ;1;5;4;11;2018
Prevalencia de alteración del sueño;Kennedy;Especial;1;1;2;3;2018
Prevalencia de alteración del sueño;Kennedy;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Fontibón;Contributivo;34;117;53;180;2018
Prevalencia de alteración del sueño;Fontibón;Subsidiado ;8;37;16;51;2018
