Indicador;Área;Régimen;Hombres con presencia del evento;Mujeres con presencia del evento;Hombres encuestado;Mujeres encuestada;Año
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Especial;9;10;57;59;2014
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Contributivo;77;77;193;179;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Subsidiado ;22;23;63;51;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;No asegurado ;0;0;1;1;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Especial;4;3;5;3;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Contributivo;4;6;28;44;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Subsidiado ;0;2;29;24;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;No asegurado ;0;0;0;0;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Especial;0;0;1;0;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Contributivo;13;20;62;57;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Subsidiado ;9;8;53;48;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;No asegurado ;0;0;0;0;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Especial;1;0;1;1;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Contributivo;52;36;169;137;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Subsidiado ;14;15;65;55;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;No asegurado ;1;0;3;1;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Especial;2;2;8;6;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Contributivo;20;17;112;119;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Subsidiado ;4;6;101;89;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;No asegurado ;0;0;2;3;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Especial;0;1;1;6;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Contributivo;16;22;164;139;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Subsidiado ;12;9;93;102;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;No asegurado ;0;1;5;3;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Especial;1;0;3;7;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Contributivo;13;12;129;118;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Subsidiado ;6;2;50;51;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;No asegurado ;0;0;3;3;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Especial;1;0;7;3;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Contributivo;39;34;151;159;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Subsidiado ;33;24;106;92;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;No asegurado ;0;1;0;2;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Especial;3;1;3;5;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Contributivo;60;63;112;105;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Subsidiado ;25;14;41;24;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;No asegurado ;0;0;0;0;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Especial;0;1;4;3;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Contributivo;13;4;132;116;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Subsidiado ;5;2;28;30;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;No asegurado ;0;0;1;3;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Especial;0;1;7;8;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Contributivo;15;13;119;101;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Subsidiado ;2;3;26;24;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;No asegurado ;0;0;0;1;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Especial;0;0;2;3;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Contributivo;1;0;47;37;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Subsidiado ;0;0;19;22;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;No asegurado ;0;0;0;0;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Especial;0;0;1;0;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Contributivo;5;8;41;64;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Subsidiado ;2;1;10;4;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;No asegurado ;0;0;0;0;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Especial;0;0;0;1;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Contributivo;11;10;59;59;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Subsidiado ;13;18;98;107;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;No asegurado ;0;2;1;5;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Especial;0;0;3;0;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Contributivo;38;34;83;80;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Subsidiado ;12;9;23;19;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;No asegurado ;1;0;4;4;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Especial;1;1;2;1;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;Contributivo;52;43;186;153;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;Subsidiado ;11;10;41;40;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;No asegurado ;0;0;0;1;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;Especial;3;1;5;5;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;Contributivo;1;0;7;7;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;Subsidiado ;0;1;3;5;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;No asegurado ;0;0;0;0;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;Especial;0;0;0;0;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;Contributivo;32;30;94;93;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;Subsidiado ;10;9;26;35;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;No asegurado ;1;0;5;3;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;Especial;0;1;1;2;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;Contributivo;5;5;125;125;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;Subsidiado ;3;3;86;74;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;No asegurado ;0;0;8;7;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;Especial;0;0;9;7;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Contributivo;467;434;2.013;1.892;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Subsidiado ;183;159;961;896;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;No asegurado ;3;4;33;37;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Especial;16;12;63;61;2015
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Contributivo;82;84;204;202;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Subsidiado ;32;30;69;60;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;No asegurado ;1;0;1;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Especial;3;2;7;5;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Contributivo;18;9;47;35;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Subsidiado ;3;5;22;20;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;No asegurado ;0;0;0;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Especial;1;0;1;1;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Contributivo;5;6;24;23;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Subsidiado ;4;4;14;19;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;No asegurado ;0;1;0;3;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Especial;0;0;0;1;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Contributivo;8;6;116;114;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Subsidiado ;2;2;42;42;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;No asegurado ;0;0;4;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Especial;1;2;6;3;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Contributivo;31;31;144;146;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Subsidiado ;19;10;94;57;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;No asegurado ;0;0;0;3;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Especial;2;0;3;2;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Contributivo;20;19;130;132;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Subsidiado ;11;13;100;80;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;No asegurado ;0;1;6;4;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Especial;1;3;3;10;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Contributivo;2;0;113;80;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Subsidiado ;4;0;52;30;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;No asegurado ;0;0;11;10;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Especial;0;0;1;2;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Contributivo;26;23;67;75;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Subsidiado ;14;9;34;24;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;No asegurado ;0;0;0;1;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Especial;0;2;2;2;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Contributivo;45;39;84;72;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Subsidiado ;2;4;5;7;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;No asegurado ;0;1;0;1;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Especial;2;1;2;6;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Contributivo;31;24;152;139;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Subsidiado ;1;6;13;20;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;No asegurado ;0;0;1;5;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Especial;1;1;2;4;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Contributivo;2;0;118;108;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Subsidiado ;0;1;72;72;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;No asegurado ;0;0;7;6;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Especial;0;0;3;2;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Contributivo;4;1;48;35;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Subsidiado ;0;0;15;19;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;No asegurado ;0;0;0;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Especial;0;0;2;3;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Contributivo;7;4;37;38;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Subsidiado ;0;0;1;1;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;No asegurado ;0;0;0;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Especial;1;0;5;2;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Contributivo;5;1;18;20;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Subsidiado ;7;8;27;32;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;No asegurado ;5;0;7;5;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Especial;1;0;1;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Contributivo;5;3;26;32;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Subsidiado ;0;0;8;6;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;No asegurado ;0;0;0;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Especial;1;0;3;1;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;Contributivo;16;11;78;62;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;Subsidiado ;3;5;20;18;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;No asegurado ;0;0;2;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;Especial;0;0;0;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;Contributivo;0;0;0;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;Subsidiado ;1;0;1;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;No asegurado ;0;0;0;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;Especial;0;0;0;0;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;Contributivo;14;17;90;80;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;Subsidiado ;4;5;28;21;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;No asegurado ;2;0;5;5;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;Especial;1;1;2;3;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;Contributivo;4;0;108;112;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;Subsidiado ;1;1;85;76;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;No asegurado ;0;0;9;8;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;Especial;0;1;1;4;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Contributivo;325;278;1.604;1.505;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Subsidiado ;108;103;702;604;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;No asegurado ;8;3;53;51;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Especial;15;13;44;51;2016
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Contributivo;74;62;204;186;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Subsidiado ;22;20;76;79;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;No asegurado ;0;0;1;1;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Especial;0;0;4;5;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Contributivo;9;11;66;77;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Subsidiado ;3;5;29;26;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;No asegurado ;1;0;2;1;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Especial;0;0;2;0;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Contributivo;7;11;33;31;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Subsidiado ;8;7;25;29;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;No asegurado ;1;0;6;3;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Especial;0;1;1;3;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Contributivo;22;25;133;148;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Subsidiado ;9;4;38;48;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;No asegurado ;3;2;16;11;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Especial;0;1;8;8;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Contributivo;20;13;132;145;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Subsidiado ;13;12;146;134;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;No asegurado ;0;0;6;7;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Especial;0;3;3;3;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Contributivo;17;15;83;80;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Subsidiado ;7;10;53;58;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;No asegurado ;1;0;2;3;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Especial;0;0;5;3;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Contributivo;22;23;125;112;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Subsidiado ;8;12;42;47;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;No asegurado ;8;4;21;10;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Especial;0;3;3;5;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Contributivo;2;6;92;125;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Subsidiado ;4;5;58;51;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;No asegurado ;0;0;1;0;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Especial;0;0;5;4;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Contributivo;12;13;79;63;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Subsidiado ;5;6;23;25;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;No asegurado ;0;0;4;4;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Especial;1;1;6;2;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Contributivo;27;14;232;193;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Subsidiado ;4;5;46;37;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;No asegurado ;0;0;4;1;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Especial;0;0;1;5;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Contributivo;9;12;116;130;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Subsidiado ;3;1;33;34;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;No asegurado ;0;0;1;2;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Especial;0;1;1;1;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Contributivo;4;5;57;57;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Subsidiado ;2;1;28;24;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;No asegurado ;1;0;4;1;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Especial;1;0;3;0;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Contributivo;3;0;42;40;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Subsidiado ;0;0;16;13;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;No asegurado ;0;0;0;0;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Especial;1;0;5;3;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Contributivo;3;2;33;41;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Subsidiado ;5;3;29;23;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;No asegurado ;0;0;2;1;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Especial;0;2;3;2;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Contributivo;4;2;31;33;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Subsidiado ;0;1;14;12;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;No asegurado ;0;0;0;1;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Especial;0;0;3;2;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;Contributivo;5;9;44;53;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;Subsidiado ;2;3;18;22;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;No asegurado ;0;1;0;3;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;Especial;0;0;5;1;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;Contributivo;7;3;26;26;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;Subsidiado ;2;2;14;8;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;No asegurado ;2;1;2;3;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;Especial;0;0;0;0;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;Contributivo;15;8;133;102;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;Subsidiado ;7;3;43;33;2017
